Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:54:30:52.952,61,0.1416865587,0.2213377208,0.0602489896,0.0000000000,0.0000000000,0.1156008914,0.0000000000,0.1417364031,0.2213528007,0.0569946133,0.0000000000,0.0000000000,0.1155425310,0.0000000000,0.1841611415,0.0000000000,0.0588343814,0.1610308886,0.0162801370,0.1873030812,0.0321609415,0.0000000000,0.0147477705,0.5290880799,0.5605812073,0.0000000000,0.0000000000,0.0675094798,0.0787064061,0.1200883314,0.1343308836,0.0199210662,0.0242859311,0.0799168125,0.1053594723,0.0466227420,0.0489242934,0.8725706339,0.8719669580,0.7041381598,0.7346765399,0.2445447743,0.2447948456,0.0548102520,0.0000000000,0.0000000000,0.0071578501,0.2463692576,0.2805983722,0.5516217947,0.5627004504,0.0000000332,0.0000000000,0.0000000000,0.0000000000,-0.0344981104,0.1352977306,-0.0046952399,0.0364679657,0.1352980286,0.0049632322
11:54:30:53.954,61,0.1394184530,0.2219476849,0.0609385148,0.0000000000,0.0000000000,0.1160675883,0.0000000000,0.1394667029,0.2219693959,0.0562951043,0.0000000000,0.0000000000,0.1160076037,0.0000000000,0.1784366220,0.0000000000,0.0595575161,0.1558820158,0.0156377517,0.1742622554,0.0315113254,0.0000000000,0.0148021523,0.5235623717,0.5541906953,0.0000000000,0.0000000000,0.0672914684,0.0785423890,0.1205094978,0.1351691037,0.0199404377,0.0240204111,0.0810980499,0.1065365747,0.0466449186,0.0488915257,0.8727163672,0.8722983599,0.6964579821,0.7282208204,0.2424617410,0.2427033931,0.0547345653,0.0000000000,0.0000000000,0.0069808536,0.2371013016,0.2684617937,0.5508029461,0.5625627637,0.0000000433,0.0000000000,0.0000000000,0.0000000000,-0.0340729579,0.1356726289,-0.0046504084,0.0368834548,0.1356729865,0.0050338358
11:54:30:54.955,61,0.1385812610,0.2249774188,0.0618919171,0.0000000000,0.0000000000,0.1163866520,0.0000000000,0.1386289597,0.2250082642,0.0553435236,0.0000000000,0.0000000000,0.1163253486,0.0000000000,0.1725930572,0.0000000000,0.0600941181,0.1528765261,0.0150554338,0.1675839126,0.0308603402,0.0000000000,0.0147263082,0.5210440159,0.5513088107,0.0000000000,0.0000000000,0.0670180693,0.0782692134,0.1208409443,0.1357004195,0.0199844874,0.0237439256,0.0818969384,0.1071752906,0.0465848371,0.0487864353,0.8721805215,0.8713600636,0.6877937317,0.7168489695,0.2422067523,0.2424436659,0.0547356233,0.0000000000,0.0000000000,0.0068090404,0.2339523137,0.2644926012,0.5502189398,0.5621721148,0.0000000567,0.0000000000,0.0000000000,0.0000000000,-0.0334884636,0.1375273317,-0.0046339375,0.0374509878,0.1375279427,0.0051820190
11:54:30:55.957,61,0.1382299215,0.2275009453,0.0618657880,0.0000000000,0.0000000000,0.1166506633,0.0000000000,0.1382791400,0.2275317013,0.0553339124,0.0000000000,0.0000000000,0.1165888309,0.0000000000,0.1699741036,0.0000000000,0.0605425872,0.1511575580,0.0145328827,0.1647256464,0.0302483458,0.0000000000,0.0146973925,0.5191857219,0.5483848453,0.0000000000,0.0000000000,0.0666540340,0.0779022649,0.1208335757,0.1358108371,0.0200124327,0.0235605817,0.0823619291,0.1073754802,0.0465191677,0.0486767702,0.8719242811,0.8709912300,0.6849592924,0.7134492993,0.2431590706,0.2433953285,0.0546423979,0.0000000000,0.0000000000,0.0066437609,0.2309925407,0.2616299391,0.5604166985,0.5698609948,0.0000000458,0.0000000000,0.0000000000,0.0000000000,-0.0334754661,0.1390696317,-0.0046847588,0.0374271311,0.1390704662,0.0052375556
11:54:30:56.958,61,0.1383537501,0.2284855396,0.0618929490,0.0000000000,0.0000000000,0.1166807264,0.0000000000,0.1384062767,0.2285167724,0.0552687570,0.0000000000,0.0000000000,0.1166192442,0.0000000000,0.1669627279,0.0000000000,0.0609821267,0.1503294706,0.0140907997,0.1632067114,0.0296958257,0.0000000000,0.0145746777,0.5193920135,0.5475595593,0.0000000000,0.0000000000,0.0663206503,0.0775150582,0.1202052459,0.1349023283,0.0200458560,0.0234069079,0.0823522806,0.1068834141,0.0464287661,0.0485404506,0.8641613722,0.8620914817,0.6460379958,0.6737856865,0.2433684021,0.2436051518,0.0545164682,0.0000000000,0.0000000000,0.0065010958,0.2295913845,0.2600115836,0.5360603333,0.5418679714,0.0000000363,0.0000000000,0.0000000000,0.0000000000,-0.0334332362,0.1396715343,-0.0046993648,0.0374404080,0.1396723837,0.0052623870
11:54:30:57.959,61,0.1432884336,0.2310106158,0.0623366497,0.0000000000,0.0000000000,0.1164038703,0.0000000000,0.1433797479,0.2310463041,0.0548166744,0.0000000000,0.0000000000,0.1163426563,0.0000000000,0.1653681099,0.0000000000,0.0614074059,0.1552937925,0.0137735615,0.1625467241,0.0292495303,0.0000000000,0.0144028375,0.5310166478,0.5521733761,0.0000000000,0.0000000000,0.0660851747,0.0772000253,0.1171889007,0.1308332384,0.0200984981,0.0232888013,0.0819950625,0.1041247621,0.0463099070,0.0483640693,0.8343538046,0.8309763670,0.5979766250,0.6248124242,0.2435017526,0.2437346280,0.0542744100,0.0000000000,0.0000000000,0.0063736346,0.2290521711,0.2590078115,0.4907948375,0.4979060888,0.0000000246,0.0000000000,0.0000000000,0.0000000000,-0.0331525207,0.1412163079,-0.0047121486,0.0377005897,0.1412173808,0.0053583328
11:54:30:58.961,61,0.1527040154,0.2350201309,0.0619258694,0.0000000000,0.0000000000,0.1152082086,0.0000000000,0.1527854204,0.2350514829,0.0552767031,0.0000000000,0.0000000000,0.1151488498,0.0000000000,0.1651494354,0.0000000000,0.0617383309,0.1899835914,0.0135484887,0.1624161005,0.0289110970,0.0000000000,0.0141051542,0.5340242386,0.5532050133,0.0000000000,0.0000000000,0.0659268051,0.0769150704,0.1161007211,0.1294050813,0.0201085769,0.0231615957,0.0811834559,0.1005967781,0.0461796299,0.0481845401,0.8256061077,0.8213112950,0.5811492205,0.6070950031,0.2434527874,0.2436774671,0.0539297201,0.0000000000,0.0000000000,0.0062617599,0.2283789515,0.2554805279,0.4682918787,0.4728122056,0.0000000105,0.0000000000,0.0000000000,0.0000000000,-0.0334190056,0.1436655819,-0.0048335306,0.0374390148,0.1436670125,0.0054147472
11:54:30:59.963,61,0.1580414176,0.2377359420,0.0611159429,0.0000000000,0.0000000000,0.1121869162,0.0000000000,0.1581027210,0.2377582490,0.0562417544,0.0000000000,0.0000000000,0.1121262088,0.0000000000,0.1887609214,0.0000000000,0.0619761944,0.2314570695,0.0133783622,0.1622250378,0.0286462363,0.0000000000,0.0136406682,0.5351619720,0.5526043177,0.0000000000,0.0000000000,0.0658853054,0.0767091736,0.1159618199,0.1290484071,0.0200459715,0.0230151415,0.0793799609,0.0971080884,0.0460341796,0.0480015762,0.8213610053,0.8164977431,0.5697383881,0.5931731462,0.2410549968,0.2412101924,0.0535869040,0.0000000000,0.0000000000,0.0061549153,0.2212563604,0.2392549366,0.4384560883,0.4393264055,0.0000000016,0.0000000000,0.0000000000,0.0000000000,-0.0339942761,0.1453228593,-0.0049742186,0.0369404294,0.1453244835,0.0054051811
11:54:31:00.965,61,0.1605885029,0.2393596917,0.0597541258,0.0000000000,0.0000000000,0.1080872267,0.0000000000,0.1606446207,0.2393670529,0.0577662513,0.0000000000,0.0000000000,0.1080297828,0.0000000000,0.1965536773,0.0000000000,0.0621667132,0.2553637922,0.0132813407,0.1621273011,0.0285035316,0.0000000000,0.0131838107,0.5332465172,0.5489467978,0.0000000000,0.0000000000,0.0658571050,0.0764955953,0.1164474562,0.1293856502,0.0198789556,0.0228535160,0.0761367977,0.0927472636,0.0457981564,0.0477299467,0.8194270730,0.8141145706,0.5566502213,0.5795200467,0.2326305807,0.2327076495,0.0533411391,0.0000000000,0.0000000000,0.0060560065,0.2133917063,0.2307178974,0.4161421657,0.4181843102,0.0000000007,0.0000000000,0.0000000000,0.0000000000,-0.0349106863,0.1463108212,-0.0051434827,0.0361120477,0.1463125944,0.0053204703
11:54:31:01.966,61,0.1619362533,0.2396288514,0.0593693480,0.0000000000,0.0000000000,0.1034357324,0.0000000000,0.1619904786,0.2396316230,0.0582546219,0.0000000000,0.0000000000,0.1033847630,0.0000000000,0.2005065978,0.0000000000,0.0622554831,0.2659471333,0.0132404175,0.1617687643,0.0284129884,0.0000000000,0.0128683187,0.5229665041,0.5404978395,0.0000000000,0.0000000000,0.0658009499,0.0762566701,0.1173802093,0.1303461492,0.0196731668,0.0227191206,0.0732136369,0.0888473988,0.0454995371,0.0474050567,0.8184790611,0.8128244877,0.5377943516,0.5638132095,0.2243918329,0.2244515568,0.0531200133,0.0000000000,0.0000000000,0.0059646699,0.2016122937,0.2203399688,0.4061749876,0.4088337719,0.0000000007,0.0000000000,0.0000000000,0.0000000000,-0.0352049880,0.1464740634,-0.0051926952,0.0358786471,0.1464758813,0.0052920822
11:54:31:02.967,61,0.1630080938,0.2412434518,0.0594415329,0.0000000000,0.0000000000,0.0984956324,0.0000000000,0.1630676985,0.2412458658,0.0583680421,0.0000000000,0.0000000000,0.0984518006,0.0000000000,0.2026761025,0.0000000000,0.0622945614,0.2714092135,0.0132449195,0.1608811468,0.0283842869,0.0000000000,0.0128282327,0.5197721124,0.5377869010,0.0000000000,0.0000000000,0.0657202825,0.0760046393,0.1180791110,0.1310693026,0.0194442440,0.0225908179,0.0697785690,0.0839744881,0.0451827608,0.0470655151,0.8179336190,0.8121238351,0.5034645200,0.5350388288,0.2208124101,0.2208777368,0.0529834665,0.0000000000,0.0000000000,0.0058901669,0.1924780011,0.2115384340,0.3703351319,0.3792126477,0.0000000017,0.0000000000,0.0000000000,0.0000000000,-0.0352683887,0.1474611014,-0.0052376073,0.0359170362,0.1474630684,0.0053339656
11:54:31:03.969,61,0.1640401185,0.2433957756,0.0589235201,0.0000000000,0.0000000000,0.0942670628,0.0000000000,0.1641555578,0.2433921844,0.0589330308,0.0000000000,0.0000000000,0.0942315012,0.0000000000,0.2020970136,0.0000000000,0.0621489845,0.2737294436,0.0132629173,0.1587364078,0.0283726621,0.0000000000,0.0129776187,0.5177392960,0.5362414122,0.0000000000,0.0000000000,0.0655608624,0.0756758898,0.1184652150,0.1314385533,0.0191948246,0.0224479213,0.0671993345,0.0803510323,0.0448186807,0.0466871075,0.8169348240,0.8110145330,0.4872177839,0.5193950534,0.2189595699,0.2190300673,0.0527831018,0.0000000000,0.0000000000,0.0058212392,0.1815392077,0.2013222724,0.3595894575,0.3700053990,0.0000000018,0.0000000000,0.0000000000,0.0000000000,-0.0356028005,0.1487748027,-0.0053350511,0.0355970412,0.1487769783,0.0053342669
11:54:31:04.971,61,0.1682980210,0.2461639941,0.0586715937,0.0000000000,0.0000000000,0.0917688087,0.0000000000,0.1684640348,0.2461574078,0.0591776036,0.0000000000,0.0000000000,0.0917394757,0.0000000000,0.1936727315,0.0000000000,0.0616215579,0.2710200250,0.0133144604,0.1529463232,0.0283392034,0.0000000000,0.0128579289,0.5168769956,0.5356453061,0.0000000000,0.0000000000,0.0653537884,0.0752732307,0.1184268221,0.1311513782,0.0189718548,0.0223433748,0.0651204661,0.0768738464,0.0444067828,0.0462695174,0.8078723550,0.7968466282,0.4518185854,0.4727177322,0.2176717520,0.2177459449,0.0523737930,0.0000000000,0.0000000000,0.0057506608,0.1738027334,0.1919592917,0.3538194597,0.3648968637,0.0000000018,0.0000000000,0.0000000000,0.0000000000,-0.0357414521,0.1504658610,-0.0054176166,0.0354358181,0.1504682153,0.0053713960
11:54:31:05.972,61,0.1698888242,0.2483421713,0.0585087724,0.0000000000,0.0000000000,0.0890131742,0.0000000000,0.1700717211,0.2483337075,0.0593104549,0.0000000000,0.0000000000,0.0889886841,0.0000000000,0.1829482019,0.0000000000,0.0610049479,0.2577395737,0.0133958990,0.1502998173,0.0283694211,0.0000000000,0.0126604568,0.5159936547,0.5349159241,0.0000000000,0.0000000000,0.0650720447,0.0747735351,0.1176737845,0.1282392740,0.0187772047,0.0222837161,0.0638340861,0.0745521113,0.0439927168,0.0458524786,0.7953635454,0.7831932306,0.4396985769,0.4586765170,0.2166543305,0.2167324871,0.0518636070,0.0000000000,0.0000000000,0.0056975461,0.1656304002,0.1805599779,0.3505932093,0.3618940115,0.0000000020,0.0000000000,0.0000000000,0.0000000000,-0.0358144455,0.1517965347,-0.0054774270,0.0353303216,0.1517990530,0.0054035103
11:54:31:06.974,61,0.1710012406,0.2507893443,0.0592352189,0.0000000000,0.0000000000,0.0866199583,0.0000000000,0.1711923033,0.2507885993,0.0585431308,0.0000000000,0.0000000000,0.0865981132,0.0000000000,0.1775006801,0.0000000000,0.0603907146,0.2383196205,0.0134720700,0.1488769054,0.0284048002,0.0000000000,0.0124833202,0.5147873759,0.5342001319,0.0000000000,0.0000000000,0.0647592321,0.0742626861,0.1170033291,0.1263364553,0.0186230373,0.0222445428,0.0629170388,0.0731823891,0.0436315127,0.0454876609,0.7898918390,0.7777939439,0.4336077869,0.4517762959,0.2159093320,0.2159927934,0.0513693579,0.0000000000,0.0000000000,0.0056648254,0.1622642726,0.1762242317,0.3491027653,0.3604530096,0.0000000017,0.0000000000,0.0000000000,0.0000000000,-0.0353429504,0.1532945335,-0.0054595312,0.0357607603,0.1532972902,0.0055241445
11:54:31:07.976,61,0.1715533584,0.2511716783,0.0594014563,0.0000000000,0.0000000000,0.0854370892,0.0000000000,0.1717523634,0.2511728704,0.0583393313,0.0000000000,0.0000000000,0.0854163989,0.0000000000,0.1727441549,0.0000000000,0.0597553141,0.2189606577,0.0135131069,0.1480571628,0.0284055714,0.0000000000,0.0124529097,0.5071272850,0.5317324400,0.0000000000,0.0000000000,0.0644429326,0.0737853944,0.1164082810,0.1252011508,0.0185254142,0.0222306252,0.0622927062,0.0722921044,0.0433188155,0.0451725461,0.7818539143,0.7720502615,0.4301612377,0.4484038055,0.2152390331,0.2153298855,0.0508478656,0.0000000000,0.0000000000,0.0056452192,0.1602566093,0.1737859845,0.3481098711,0.3595158756,0.0000000023,0.0000000000,0.0000000000,0.0000000000,-0.0352186412,0.1535287648,-0.0054487819,0.0358598270,0.1535315663,0.0055480399
11:54:31:08.978,61,0.1718044877,0.2515761554,0.0597299859,0.0000000000,0.0000000000,0.0847448185,0.0000000000,0.1720102876,0.2515810430,0.0579865016,0.0000000000,0.0000000000,0.0847243443,0.0000000000,0.1666355580,0.0000000000,0.0592695735,0.1999768168,0.0135306148,0.1479107141,0.0283620991,0.0000000000,0.0124711348,0.4926756620,0.5178970695,0.0000000000,0.0000000000,0.0641270056,0.0733251423,0.1154758558,0.1239035726,0.0184774362,0.0222691894,0.0618007518,0.0716098100,0.0430974402,0.0449358858,0.7696380615,0.7629390955,0.4249344766,0.4461961091,0.2156580240,0.2157641053,0.0504153296,0.0000000000,0.0000000000,0.0056434963,0.1588576436,0.1720815748,0.3464809954,0.3574068844,0.0000000024,0.0000000000,0.0000000000,0.0000000000,-0.0350042917,0.1537770927,-0.0054245316,0.0360567719,0.1537798941,0.0055876635
11:54:31:09.980,61,0.1669766456,0.2504658699,0.0608480275,0.0000000000,0.0000000000,0.0842426047,0.0000000000,0.1672443449,0.2504830062,0.0568598062,0.0000000000,0.0000000000,0.0842217281,0.0000000000,0.1568634212,0.0000000000,0.0589949153,0.1776643842,0.0134939356,0.1482480317,0.0282924678,0.0000000000,0.0126205664,0.4456986487,0.4741012752,0.0000000000,0.0000000000,0.0637494102,0.0728202239,0.1147827357,0.1231406555,0.0184345488,0.0223253611,0.0615079366,0.0712308660,0.0429135188,0.0447184741,0.7653063536,0.7596904635,0.4233920276,0.4465278983,0.2160661072,0.2161798477,0.0501867160,0.0000000000,0.0000000000,0.0056554726,0.1550033092,0.1674859524,0.3459130824,0.3567767739,0.0000000020,0.0000000000,0.0000000000,0.0000000000,-0.0343277082,0.1531022787,-0.0052960142,0.0367355384,0.1531050205,0.0056674229
11:54:31:10.981,61,0.1570038199,0.2467848361,0.0627391338,0.0000000000,0.0000000000,0.0838607475,0.0000000000,0.1572572738,0.2468225211,0.0549393408,0.0000000000,0.0000000000,0.0838387460,0.0000000000,0.1461839378,0.0000000000,0.0589941554,0.1560950428,0.0133812157,0.1582386494,0.0283043906,0.0000000000,0.0129398964,0.3765395582,0.4075205326,0.0000000000,0.0000000000,0.0632381067,0.0722004175,0.1146682948,0.1232635751,0.0183687340,0.0223264936,0.0616408847,0.0714470223,0.0428133383,0.0445707254,0.7629464865,0.7581208348,0.4555636048,0.4929144382,0.2137691826,0.2139099836,0.0502472259,0.0000000000,0.0000000000,0.0056944033,0.1472434849,0.1601616591,0.3457317948,0.3567122519,0.0000000031,0.0000000000,0.0000000000,0.0000000000,-0.0331796519,0.1508589834,-0.0050428007,0.0378902741,0.1508613974,0.0057585016
11:54:31:11.982,61,0.1524360776,0.2443933636,0.0627736896,0.0000000000,0.0000000000,0.0834812745,0.0000000000,0.1527594775,0.2444313467,0.0548988841,0.0000000000,0.0000000000,0.0834574178,0.0000000000,0.1413237602,0.0000000000,0.0617930256,0.1429172903,0.0132214651,0.1883612573,0.0284709204,0.0000000000,0.0133452406,0.3409163356,0.3701538146,0.0000000000,0.0000000000,0.0623965561,0.0707734376,0.1148654297,0.1255877912,0.0182437580,0.0222891290,0.0619254969,0.0719401464,0.0428070910,0.0445201173,0.7622174621,0.7598031163,0.4846327901,0.5141796470,0.2018047273,0.2020381391,0.0504651666,0.0000000000,0.0000000000,0.0057519204,0.1381804943,0.1501446962,0.3459675610,0.3570172489,0.0000000288,0.0000000000,0.0000000000,0.0000000000,-0.0331625380,0.1493973881,-0.0049906322,0.0379195251,0.1493996233,0.0057062623
11:54:31:12.984,61,0.1494303644,0.2422070056,0.0616438314,0.0000000000,0.0000000000,0.0828560069,0.0000000000,0.1497785449,0.2422333658,0.0559700243,0.0000000000,0.0000000000,0.0828306451,0.0000000000,0.1360742897,0.0000000000,0.0630234480,0.1336255074,0.0130648641,0.2088060677,0.0288818590,0.0000000000,0.0136054838,0.2844514251,0.3100039959,0.0000000000,0.0000000000,0.0603822581,0.0678252429,0.1151071563,0.1266996711,0.0180667248,0.0222148169,0.0623516329,0.0731100366,0.0428024344,0.0444639251,0.7617440820,0.7601815462,0.4981059730,0.5254324079,0.1836694330,0.1839051098,0.0506681465,0.0000000000,0.0000000000,0.0058210068,0.1208046377,0.1306968778,0.3460630774,0.3571056128,0.0000000523,0.0000000000,0.0000000000,0.0000000000,-0.0338163748,0.1480572224,-0.0050426624,0.0372444652,0.1480592787,0.0055536991
11:54:31:13.985,61,0.1452576518,0.2380795479,0.0588603579,0.0000000000,0.0000000000,0.0823053867,0.0000000000,0.1455659866,0.2380775660,0.0587110706,0.0000000000,0.0000000000,0.0822787061,0.0000000000,0.1283130944,0.0000000000,0.0679486319,0.1277563572,0.0129752951,0.2890837789,0.0294547975,0.0000000000,0.0138137387,0.2471902966,0.2698445618,0.0000000000,0.0000000000,0.0582020022,0.0648113936,0.1171404347,0.1349348128,0.0178525541,0.0221874006,0.0629875436,0.0751675740,0.0428629890,0.0444664694,0.7611742020,0.7602640390,0.5040919185,0.5304239392,0.1704148501,0.1706205010,0.0508143716,0.0000000000,0.0000000000,0.0058912053,0.1097744182,0.1185114309,0.3453276157,0.3540576696,0.0000000834,0.0000000000,0.0000000000,0.0000000000,-0.0354857780,0.1455255896,-0.0051997164,0.0355760008,0.1455272585,0.0052129920
11:54:31:14.987,61,0.1435706168,0.2357193530,0.0571214333,0.0000000000,0.0000000000,0.0816065371,0.0000000000,0.1438618302,0.2356998771,0.0604518950,0.0000000000,0.0000000000,0.0815792829,0.0000000000,0.0960810110,0.0000000000,0.0711009279,0.1206630990,0.0130478470,0.4818152785,0.0314217731,0.0000000000,0.0137694804,0.1770797074,0.1943258345,0.0000000000,0.0000000000,0.0560011715,0.0616414547,0.1211918965,0.1424945742,0.0176020656,0.0223035403,0.0655138791,0.0789734349,0.0431539193,0.0446812585,0.7197671533,0.7293893099,0.4625490308,0.4814202487,0.1614823937,0.1616177261,0.0509472936,0.0000000000,0.0000000000,0.0059881937,0.0940377787,0.0997319147,0.2839869857,0.2853667438,0.0000001241,0.0000000000,0.0000000000,0.0000000000,-0.0365456901,0.1440777332,-0.0053009298,0.0345322452,0.1440792531,0.0050090589
11:54:31:15.988,61,0.1422661096,0.2290127873,0.0553137884,0.0000000000,0.0000000000,0.0809058696,0.0000000000,0.1424986571,0.2289764434,0.0623241886,0.0000000000,0.0000000000,0.0808779150,0.0000000000,0.0863523558,0.0000000000,0.0824522227,0.1167255417,0.0133476555,0.6987072825,0.0519002229,0.0000000000,0.0140052754,0.1038778424,0.1220596284,0.0000000000,0.0000000000,0.0543451086,0.0595884770,0.1524814963,0.1940803528,0.0173354633,0.0225117151,0.0744480342,0.0864558145,0.0457007810,0.0467606075,0.6748749614,0.6829630136,0.4136548042,0.4305820763,0.1576577872,0.1577696651,0.0508263856,0.0000000000,0.0000000000,0.0061984137,0.0785062760,0.0821850598,0.2130384892,0.2114131451,0.0000006264,0.0000000000,0.0000000000,0.0000000000,-0.0376996845,0.1399738640,-0.0053103976,0.0334590524,0.1399748176,0.0047133383
11:54:31:16.991,61,0.1414434612,0.2237270027,0.0555334464,0.0000000000,0.0000000000,0.0800720453,0.0000000000,0.1416510940,0.2236944139,0.0620899200,0.0000000000,0.0000000000,0.0800459981,0.0000000000,0.0789291710,0.0000000000,0.0835849941,0.1145761535,0.0138227846,0.7980389595,0.0702511519,0.0000000000,0.0140546476,0.0787588656,0.0970522538,0.0000000000,0.0000000000,0.0531255603,0.0582257845,0.1613483578,0.2076734900,0.0171218347,0.0228128321,0.0839495659,0.0922685564,0.0519276373,0.0523895733,0.6098018885,0.6130011082,0.3411698341,0.3564990163,0.1557065248,0.1558026224,0.0504275002,0.0000000000,0.0000000000,0.0065414533,0.0676829889,0.0714206398,0.1752136946,0.1777389050,0.0000024127,0.0000000000,0.0000000000,0.0000000000,-0.0375748463,0.1367442757,-0.0051691509,0.0336070210,0.1367447525,0.0046235407
11:54:31:17.991,61,0.1410180926,0.2160982639,0.0534034744,0.0000000000,0.0000000000,0.0793107748,0.0000000000,0.1412070096,0.2160482258,0.0641391948,0.0000000000,0.0000000000,0.0792861655,0.0000000000,0.0715666786,0.0000000000,0.0711452588,0.1134119853,0.0151320137,0.7971204519,0.0772445947,0.0000000000,0.0141708292,0.0561218858,0.0826797783,0.0000000000,0.0000000000,0.0521589518,0.0571720637,0.1657781452,0.2046710849,0.0170268565,0.0231939927,0.0883042514,0.0946640968,0.0541377477,0.0544207245,0.4867864549,0.4869142175,0.2522076964,0.2672110796,0.1502685547,0.1503198743,0.0501351729,0.0000000000,0.0000000000,0.0069504324,0.0620350800,0.0660655722,0.1457478553,0.1486076564,0.0000024104,0.0000000000,0.0000000000,0.0000000000,-0.0388395153,0.1320765764,-0.0051584849,0.0323384106,0.1320763975,0.0042953752
11:54:31:18.993,61,0.1405202746,0.2153628469,0.0546731465,0.0000000000,0.0000000000,0.0786125362,0.0000000000,0.1406981349,0.2153257877,0.0626956075,0.0000000000,0.0000000000,0.0785893053,0.0000000000,0.0574829690,0.0000000000,0.0458806120,0.1016519219,0.0375244208,0.5668929219,0.1391008049,0.0000000000,0.0143959979,0.0395757779,0.0718696639,0.0000000000,0.0000000000,0.0469092950,0.0510295779,0.1452350616,0.1543445438,0.0172217507,0.0237025991,0.0923706219,0.0915714800,0.0550229996,0.0551966019,0.2670296729,0.2626615167,0.1104196236,0.1190894619,0.1485687196,0.1486056298,0.0502048582,0.0000000000,0.0000000000,0.0085525643,0.0588890426,0.0626369938,0.1243842319,0.1269116253,0.0000023821,0.0000000000,0.0000000000,0.0000000000,-0.0379675739,0.1316304654,-0.0050255056,0.0331092216,0.1316302568,0.0043826923
11:54:31:19.995,61,0.1323575824,0.2073192000,0.0540377796,0.0000000000,0.0000000000,0.0752084702,0.0000000000,0.1325044036,0.2072803974,0.0630292445,0.0000000000,0.0000000000,0.0751885772,0.0000000000,0.0406036191,0.0000000000,0.0293818582,0.0497217439,0.0453677736,0.1369983703,0.1556360424,0.0000000000,0.0156553853,0.0385904200,0.0733416751,0.0000000000,0.0000000000,0.0330044553,0.0340636298,0.0702540204,0.0746800825,0.0180930328,0.0241470393,0.0936872065,0.0547644645,0.0545329414,0.0549957491,0.0827212632,0.0790858120,0.0214478485,0.0240558702,0.1201121733,0.1201678365,0.0493872091,0.0000000000,0.0000000000,0.0106608467,0.0533383004,0.0549555644,0.0913235620,0.0911639854,0.0000019122,0.0000000000,0.0000000000,0.0000000000,-0.0381939933,0.1267133206,-0.0048645367,0.0327453502,0.1267123818,0.0041708220
11:54:31:20.996,61,0.1297961771,0.1969890445,0.0533028580,0.0000000000,0.0000000000,0.0707310289,0.0000000000,0.1299383640,0.1969486773,0.0634679571,0.0000000000,0.0000000000,0.0707155615,0.0000000000,0.0347188599,0.0000000000,0.0211420283,0.0354835503,0.0487233028,0.0289310366,0.1670075208,0.0000000000,0.0169601571,0.0143599734,0.0332275592,0.0000000000,0.0000000000,0.0255316049,0.0259562228,0.0496589392,0.0509611890,0.0213121697,0.0245166998,0.0945371464,0.0452578403,0.0541272685,0.0547309928,0.0225131679,0.0196852628,0.0000000000,0.0000000000,0.0959602073,0.0961230174,0.0464620031,0.0000000000,0.0000000000,0.0158763546,0.0482788235,0.0489629991,0.0746729150,0.0735730678,0.0000001819,0.0000000000,0.0000000000,0.0000000000,-0.0384899788,0.1203987077,-0.0046554832,0.0323253274,0.1203969717,0.0039100843
11:54:31:21.998,61,0.1257380843,0.1770272702,0.0540201031,0.0000000000,0.0000000000,0.0674310699,0.0000000000,0.1260606647,0.1770008355,0.0624111593,0.0000000000,0.0000000000,0.0674180165,0.0000000000,0.0317403749,0.0000000000,0.0170116369,0.0281991120,0.0472968556,0.0212660246,0.1720989645,0.0000000000,0.0210028980,0.0000000000,0.0000000000,0.0700131729,0.0323422179,0.0204079170,0.0205404051,0.0392729640,0.0394029282,0.0242279116,0.0247921757,0.0958430618,0.0423775166,0.0535849296,0.0543651506,0.0065474128,0.0057631927,0.0000000000,0.0000000000,0.0709772035,0.0712001845,0.0426653847,0.0000000000,0.0000000000,0.0228058062,0.0436100326,0.0441085622,0.0618145131,0.0612104349,0.0000001775,0.0000000000,0.0000000000,0.0000000000,-0.0379020683,0.1082016900,-0.0041161389,0.0328061730,0.1081982478,0.0035628327
