Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:54:35:00.346,61,0.0753553212,0.2246561944,0.0592702255,0.0000000000,0.0000000000,0.0392545462,0.0000000000,0.0755520985,0.2247019410,0.0577541552,0.0000000000,0.0000000000,0.0392502844,0.0000000000,0.0087740794,0.0000000000,0.0048977002,0.0125562102,0.0170654710,0.0056089028,0.0327732340,0.0000000000,0.0191006418,0.1085534319,0.1351159066,0.0000000000,0.0000000000,0.0112710018,0.0117815118,0.0228511505,0.0240868237,0.0162326451,0.0163673442,0.0577486940,0.0355179906,0.0244061220,0.0250874832,0.0146558732,0.0133293550,0.0054993783,0.0059294188,0.1092088670,0.1092305630,0.0200135559,0.0000000000,0.0000000000,0.0108489357,0.0188412257,0.0188904610,0.0479564667,0.0476872139,0.0000000923,0.0000000000,0.0000000000,0.0000000000,-0.0349480361,0.1373469979,-0.0048293993,0.0358655713,0.1373235434,0.0049552792
11:54:35:01.348,61,0.0753079951,0.2248597443,0.0591469444,0.0000000000,0.0000000000,0.0391618945,0.0000000000,0.0754996985,0.2249042988,0.0578768551,0.0000000000,0.0000000000,0.0391576588,0.0000000000,0.0087023564,0.0000000000,0.0048156003,0.0126228137,0.0170355681,0.0059614251,0.0328437239,0.0000000000,0.0190032832,0.1093812883,0.1355820596,0.0000000000,0.0000000000,0.0111669051,0.0116806934,0.0229579061,0.0242169201,0.0161775704,0.0162733551,0.0577069446,0.0353954844,0.0243647136,0.0250375047,0.0150627140,0.0137156332,0.0055441917,0.0059806835,0.1191549674,0.1191701964,0.0199399460,0.0000000000,0.0000000000,0.0108611668,0.0188100189,0.0188461337,0.0482768826,0.0479835980,0.0000000807,0.0000000000,0.0000000000,0.0000000000,-0.0350216851,0.1374710798,-0.0048439996,0.0357903540,0.1374475807,0.0049494142
11:54:35:02.350,61,0.0753229856,0.2254973799,0.0593325123,0.0000000000,0.0000000000,0.0389500335,0.0000000000,0.0755099133,0.2255435437,0.0577139705,0.0000000000,0.0000000000,0.0389458276,0.0000000000,0.0086174868,0.0000000000,0.0047758254,0.0126466248,0.0169701148,0.0062317238,0.0328636914,0.0000000000,0.0189338308,0.1101526320,0.1360977739,0.0000000000,0.0000000000,0.0110585308,0.0115767317,0.0230058916,0.0242847037,0.0160854347,0.0161638763,0.0575054660,0.0352088436,0.0242756009,0.0249385685,0.0154025229,0.0140433880,0.0055742241,0.0060195751,0.1195897534,0.1196035594,0.0198218953,0.0000000000,0.0000000000,0.0108633013,0.0187234767,0.0187527090,0.0483599640,0.0480720103,0.0000000835,0.0000000000,0.0000000000,0.0000000000,-0.0349212401,0.1378612965,-0.0048439987,0.0359007008,0.1378379017,0.0049789455
11:54:35:03.351,61,0.0757800937,0.2263062000,0.0596307963,0.0000000000,0.0000000000,0.0387261771,0.0000000000,0.0759642571,0.2263550609,0.0574407689,0.0000000000,0.0000000000,0.0387220420,0.0000000000,0.0085640904,0.0000000000,0.0046796761,0.0126951346,0.0169456601,0.0065585109,0.0331802443,0.0000000000,0.0189702380,0.1113154143,0.1374751627,0.0000000000,0.0000000000,0.0109977573,0.0115250982,0.0230863225,0.0243864525,0.0160486847,0.0160915870,0.0575234592,0.0351402499,0.0243356582,0.0249948967,0.0157628153,0.0143958405,0.0056125973,0.0060708891,0.1191557422,0.1191717163,0.0197801534,0.0000000000,0.0000000000,0.0109476224,0.0187119097,0.0187476389,0.0484039038,0.0481472649,0.0000000757,0.0000000000,0.0000000000,0.0000000000,-0.0347535387,0.1383565366,-0.0048382850,0.0360787064,0.1383331865,0.0050218324
11:54:35:04.353,61,0.0758726671,0.2269301116,0.0595736690,0.0000000000,0.0000000000,0.0384352654,0.0000000000,0.0760557875,0.2269781977,0.0575348251,0.0000000000,0.0000000000,0.0384312384,0.0000000000,0.0085125854,0.0000000000,0.0046164971,0.0127091259,0.0168768000,0.0068015340,0.0333167426,0.0000000000,0.0190855712,0.1132078320,0.1397011280,0.0000000000,0.0000000000,0.0109519958,0.0114914495,0.0231149700,0.0244369861,0.0160012189,0.0160342455,0.0574593022,0.0350337476,0.0243549515,0.0250102840,0.0160917733,0.0147199398,0.0056364061,0.0061092181,0.1193554774,0.1193724126,0.0196845885,0.0000000000,0.0000000000,0.0110056549,0.0186161641,0.0186640657,0.0484088622,0.0481949076,0.0000000596,0.0000000000,0.0000000000,0.0000000000,-0.0348085910,0.1387376636,-0.0048594684,0.0360422358,0.1387144029,0.0050307605
11:54:35:05.354,61,0.0759349838,0.2271894962,0.0601123013,0.0000000000,0.0000000000,0.0381760858,0.0000000000,0.0761152059,0.2272427231,0.0570179075,0.0000000000,0.0000000000,0.0381721333,0.0000000000,0.0084613459,0.0000000000,0.0045936564,0.0126860393,0.0167581793,0.0070032496,0.0334364176,0.0000000000,0.0192426592,0.1141821072,0.1407378167,0.0000000000,0.0000000000,0.0109173702,0.0114695262,0.0231021345,0.0244501512,0.0159417875,0.0159796868,0.0574905574,0.0350014307,0.0244125742,0.0250655040,0.0163463391,0.0149762100,0.0056512682,0.0061380551,0.1193941236,0.1194116622,0.0195573121,0.0000000000,0.0000000000,0.0110848295,0.0185084008,0.0185669549,0.0484293737,0.0482476167,0.0000000567,0.0000000000,0.0000000000,0.0000000000,-0.0344950818,0.1388978660,-0.0048213517,0.0363673046,0.1388745755,0.0050820503
11:54:35:06.356,61,0.0762186125,0.2272931188,0.0600955784,0.0000000000,0.0000000000,0.0379981771,0.0000000000,0.0763970986,0.2273462713,0.0570174269,0.0000000000,0.0000000000,0.0379942805,0.0000000000,0.0084384149,0.0000000000,0.0045702546,0.0126719419,0.0166571587,0.0072108191,0.0335457027,0.0000000000,0.0194442365,0.1160995811,0.1425016969,0.0000000000,0.0000000000,0.0109228157,0.0114920568,0.0231432151,0.0245267656,0.0159304794,0.0159389749,0.0577070788,0.0350867994,0.0245181732,0.0251702871,0.0166029632,0.0152375298,0.0056831627,0.0061856466,0.1189925149,0.1190111041,0.0194841307,0.0000000000,0.0000000000,0.0111791939,0.0184770394,0.0185450502,0.0485313348,0.0483791754,0.0000000582,0.0000000000,0.0000000000,0.0000000000,-0.0344944820,0.1389611363,-0.0048234928,0.0363568701,0.1389378756,0.0050829384
11:54:35:07.358,61,0.0766506046,0.2279953510,0.0608993173,0.0000000000,0.0000000000,0.0379375890,0.0000000000,0.0768295079,0.2280564159,0.0562032312,0.0000000000,0.0000000000,0.0379337110,0.0000000000,0.0084369080,0.0000000000,0.0045057926,0.0127316779,0.0166727398,0.0074911290,0.0337278992,0.0000000000,0.0195680466,0.1170692295,0.1433483362,0.0000000000,0.0000000000,0.0109155448,0.0114982994,0.0232842956,0.0247008018,0.0159591585,0.0159102790,0.0579526424,0.0351566970,0.0246178098,0.0252718236,0.0169509482,0.0155726420,0.0057379063,0.0062524821,0.1232076511,0.1232280433,0.0195102002,0.0000000000,0.0000000000,0.0112410290,0.0185399279,0.0186096858,0.0489642881,0.0488195010,0.0000000574,0.0000000000,0.0000000000,0.0000000000,-0.0339998491,0.1393928528,-0.0047693169,0.0368408971,0.1393696517,0.0051667918
11:54:35:08.359,61,0.0770443603,0.2293989062,0.0609064996,0.0000000000,0.0000000000,0.0378653482,0.0000000000,0.0772225559,0.2294599712,0.0561967045,0.0000000000,0.0000000000,0.0378614366,0.0000000000,0.0084028607,0.0000000000,0.0044366880,0.0127826585,0.0166930165,0.0077530732,0.0338668264,0.0000000000,0.0196133126,0.1175920591,0.1436952353,0.0000000000,0.0000000000,0.0108720101,0.0114625134,0.0234021153,0.0248444546,0.0159464572,0.0158402566,0.0581228323,0.0352009609,0.0246404279,0.0252927113,0.0172459334,0.0158537645,0.0057964227,0.0063189175,0.1253302842,0.1253510714,0.0195840504,0.0000000000,0.0000000000,0.0112576382,0.0186082534,0.0186776742,0.0494466871,0.0492877513,0.0000000702,0.0000000000,0.0000000000,0.0000000000,-0.0339918025,0.1402506679,-0.0047979197,0.0368407927,0.1402275860,0.0051990030
11:54:35:09.361,61,0.0771563873,0.2298268527,0.0615880005,0.0000000000,0.0000000000,0.0377240777,0.0000000000,0.0773338601,0.2298947573,0.0554938205,0.0000000000,0.0000000000,0.0377201326,0.0000000000,0.0083658677,0.0000000000,0.0043785227,0.0128181949,0.0166949350,0.0079810554,0.0339725390,0.0000000000,0.0196467713,0.1180781052,0.1440245360,0.0000000000,0.0000000000,0.0108334916,0.0114305355,0.0234942064,0.0249579269,0.0159335211,0.0157645922,0.0582767427,0.0352548137,0.0246622749,0.0253151041,0.0174990315,0.0160956904,0.0058520832,0.0063834195,0.1263155192,0.1263370216,0.0196511690,0.0000000000,0.0000000000,0.0112779764,0.0186685510,0.0187347475,0.0498983748,0.0497195646,0.0000000785,0.0000000000,0.0000000000,0.0000000000,-0.0335653946,0.1405143738,-0.0047467817,0.0372516438,0.1404913515,0.0052669728
11:54:35:10.362,61,0.0771094933,0.2308297604,0.0619346313,0.0000000000,0.0000000000,0.0375243612,0.0000000000,0.0772859603,0.2309010923,0.0551535897,0.0000000000,0.0000000000,0.0375204422,0.0000000000,0.0083223637,0.0000000000,0.0043280842,0.0128590344,0.0167204607,0.0081995744,0.0340369269,0.0000000000,0.0196223371,0.1190132573,0.1445804089,0.0000000000,0.0000000000,0.0108018247,0.0114026144,0.0235921238,0.0250706766,0.0159133654,0.0156889502,0.0583501197,0.0352668501,0.0246454328,0.0252983049,0.0177830197,0.0163633712,0.0059178709,0.0064587686,0.1278547198,0.1278778613,0.0197501034,0.0000000000,0.0000000000,0.0112689165,0.0187223479,0.0187882166,0.0503753461,0.0501792468,0.0000000708,0.0000000000,0.0000000000,0.0000000000,-0.0333567038,0.1411285102,-0.0047381716,0.0374580473,0.1411055326,0.0053196042
11:54:35:11.363,61,0.0772040486,0.2313303202,0.0617317744,0.0000000000,0.0000000000,0.0373505466,0.0000000000,0.0773815513,0.2313996702,0.0553665645,0.0000000000,0.0000000000,0.0373466723,0.0000000000,0.0082894526,0.0000000000,0.0042317929,0.0129034957,0.0167433619,0.0083964542,0.0341381654,0.0000000000,0.0197472703,0.1194397807,0.1450143456,0.0000000000,0.0000000000,0.0107691204,0.0113766221,0.0236756131,0.0251731463,0.0158949681,0.0156275444,0.0583765619,0.0352386981,0.0246512536,0.0253074262,0.0180229973,0.0165966265,0.0059562577,0.0065091918,0.1299608201,0.1299894750,0.0198188480,0.0000000000,0.0000000000,0.0112761930,0.0187319871,0.0188104250,0.0506535619,0.0504664741,0.0000000724,0.0000000000,0.0000000000,0.0000000000,-0.0334840491,0.1414338350,-0.0047666836,0.0373337306,0.1414108872,0.0053135860
11:54:35:12.366,61,0.0772055686,0.2323107421,0.0616973005,0.0000000000,0.0000000000,0.0370555669,0.0000000000,0.0773831233,0.2323795557,0.0554261878,0.0000000000,0.0000000000,0.0370517895,0.0000000000,0.0082511008,0.0000000000,0.0040998808,0.0129313450,0.0167560652,0.0085279169,0.0341614932,0.0000000000,0.0198458284,0.1198351979,0.1455985159,0.0000000000,0.0000000000,0.0107146557,0.0113254199,0.0237513445,0.0252549350,0.0158277564,0.0155525859,0.0581328608,0.0350407995,0.0245663319,0.0252283085,0.0182119682,0.0167797022,0.0059643420,0.0065268204,0.1302966624,0.1303265691,0.0198087804,0.0000000000,0.0000000000,0.0112405941,0.0186713226,0.0187589247,0.0506233759,0.0504508428,0.0000000642,0.0000000000,0.0000000000,0.0000000000,-0.0335172489,0.1420329213,-0.0047918917,0.0373096988,0.1420100778,0.0053329719
11:54:35:13.367,61,0.0771982074,0.2328231037,0.0614880882,0.0000000000,0.0000000000,0.0367068723,0.0000000000,0.0773733258,0.2328898013,0.0556438826,0.0000000000,0.0000000000,0.0367031656,0.0000000000,0.0081976661,0.0000000000,0.0040324493,0.0128934328,0.0166740380,0.0085938293,0.0341723859,0.0000000000,0.0199604481,0.1199066490,0.1458395720,0.0000000000,0.0000000000,0.0106614260,0.0112748118,0.0237654243,0.0252779927,0.0157268606,0.0154568013,0.0579611957,0.0349150337,0.0245200265,0.0251807105,0.0182950310,0.0168720633,0.0059518912,0.0065217256,0.1290055215,0.1290324628,0.0197267588,0.0000000000,0.0000000000,0.0112346476,0.0185416751,0.0186342429,0.0504406057,0.0502848141,0.0000000543,0.0000000000,0.0000000000,0.0000000000,-0.0336473845,0.1423453838,-0.0048212172,0.0371815227,0.1423225999,0.0053265141
11:54:35:14.368,61,0.0773153231,0.2331196070,0.0613380224,0.0000000000,0.0000000000,0.0363801755,0.0000000000,0.0774866268,0.2331848294,0.0557799488,0.0000000000,0.0000000000,0.0363765582,0.0000000000,0.0081288451,0.0000000000,0.0039206250,0.0128542343,0.0165956393,0.0086255278,0.0341622680,0.0000000000,0.0200356618,0.1198137999,0.1460162848,0.0000000000,0.0000000000,0.0105834873,0.0111973602,0.0237561725,0.0252672657,0.0155980838,0.0153386081,0.0577363186,0.0347671807,0.0244261306,0.0250894930,0.0183298588,0.0169172902,0.0059326598,0.0065100421,0.1229018345,0.1229234263,0.0196102541,0.0000000000,0.0000000000,0.0111978175,0.0183994193,0.0184988771,0.0502021946,0.0500679612,0.0000000652,0.0000000000,0.0000000000,0.0000000000,-0.0337288044,0.1425261497,-0.0048390985,0.0370898172,0.1425033510,0.0053202230
11:54:35:15.370,61,0.0773796737,0.2337412983,0.0608527102,0.0000000000,0.0000000000,0.0360898823,0.0000000000,0.0775468424,0.2338015586,0.0562827960,0.0000000000,0.0000000000,0.0360863432,0.0000000000,0.0080742342,0.0000000000,0.0038144279,0.0128193488,0.0165308770,0.0086485799,0.0340920426,0.0000000000,0.0200589113,0.1198186427,0.1462440640,0.0000000000,0.0000000000,0.0105049117,0.0111167999,0.0237600114,0.0252636392,0.0154765863,0.0152380159,0.0573860891,0.0345382020,0.0242959242,0.0249592960,0.0183698796,0.0169650149,0.0059086350,0.0064904043,0.1195530146,0.1195713505,0.0194782950,0.0000000000,0.0000000000,0.0111503471,0.0182617307,0.0183680151,0.0498864986,0.0497656092,0.0000000613,0.0000000000,0.0000000000,0.0000000000,-0.0340310112,0.1429045498,-0.0048955795,0.0367943458,0.1428818405,0.0052920701
11:54:35:16.371,61,0.0774010271,0.2342164069,0.0606183372,0.0000000000,0.0000000000,0.0357790217,0.0000000000,0.0775656849,0.2342742532,0.0565359481,0.0000000000,0.0000000000,0.0357755497,0.0000000000,0.0080132140,0.0000000000,0.0036889263,0.0127860317,0.0164683070,0.0086733503,0.0340653211,0.0000000000,0.0202413741,0.1196051612,0.1464757472,0.0000000000,0.0000000000,0.0104229832,0.0110396398,0.0237351507,0.0252396800,0.0153604085,0.0151422657,0.0571122840,0.0343627781,0.0241842456,0.0248522852,0.0183915794,0.0169995390,0.0058902493,0.0064810347,0.1156696826,0.1156925783,0.0193711258,0.0000000000,0.0000000000,0.0111153014,0.0181361251,0.0182620436,0.0496414937,0.0495535806,0.0000000681,0.0000000000,0.0000000000,0.0000000000,-0.0341826603,0.1431942433,-0.0049274913,0.0366511084,0.1431714892,0.0052823112
11:54:35:17.373,61,0.0772888958,0.2343986034,0.0602352507,0.0000000000,0.0000000000,0.0355189852,0.0000000000,0.0774525478,0.2344524413,0.0569356978,0.0000000000,0.0000000000,0.0355155692,0.0000000000,0.0079486826,0.0000000000,0.0036010337,0.0127523374,0.0164099168,0.0086906571,0.0339865871,0.0000000000,0.0203554798,0.1190974861,0.1462495178,0.0000000000,0.0000000000,0.0103295650,0.0109454915,0.0237113070,0.0252186302,0.0152352098,0.0150477719,0.0567736998,0.0341496542,0.0240453091,0.0247155111,0.0183978640,0.0170148220,0.0058638570,0.0064593116,0.1143309250,0.1143548787,0.0192769486,0.0000000000,0.0000000000,0.0110596316,0.0179973710,0.0181349721,0.0494236127,0.0493538901,0.0000000695,0.0000000000,0.0000000000,0.0000000000,-0.0344237983,0.1433043629,-0.0049661081,0.0364189073,0.1432816386,0.0052529559
11:54:35:18.374,61,0.0770153552,0.2344982624,0.0599454753,0.0000000000,0.0000000000,0.0352011621,0.0000000000,0.0771780908,0.2345491350,0.0572301745,0.0000000000,0.0000000000,0.0351978056,0.0000000000,0.0078674341,0.0000000000,0.0035247640,0.0126969749,0.0163231827,0.0086610597,0.0337871984,0.0000000000,0.0204821266,0.1155153736,0.1446657330,0.0000000000,0.0000000000,0.0102054141,0.0108176330,0.0236369241,0.0251444783,0.0150785213,0.0149325188,0.0562882237,0.0338675082,0.0238452684,0.0245152954,0.0183407236,0.0169726703,0.0058204834,0.0064198971,0.1137480885,0.1137728021,0.0191659052,0.0000000000,0.0000000000,0.0109751644,0.0178001113,0.0179496389,0.0490858629,0.0490389541,0.0000000679,0.0000000000,0.0000000000,0.0000000000,-0.0346015580,0.1433643550,-0.0049938583,0.0362433903,0.1433416605,0.0052298713
11:54:35:19.376,61,0.0767536908,0.2347034961,0.0595728606,0.0000000000,0.0000000000,0.0349340737,0.0000000000,0.0769138932,0.2347505391,0.0576120242,0.0000000000,0.0000000000,0.0349307619,0.0000000000,0.0077937818,0.0000000000,0.0033759889,0.0126600163,0.0162667092,0.0086529395,0.0336358957,0.0000000000,0.0205806587,0.1131201908,0.1437488198,0.0000000000,0.0000000000,0.0100807203,0.0106902840,0.0236058384,0.0251095090,0.0149365272,0.0148104308,0.0559329800,0.0336619020,0.0236546677,0.0243264455,0.0182996504,0.0169419814,0.0057922569,0.0063972059,0.1135028377,0.1135274470,0.0190727916,0.0000000000,0.0000000000,0.0108847674,0.0176451113,0.0178097636,0.0489088781,0.0488850474,0.0000000706,0.0000000000,0.0000000000,0.0000000000,-0.0348318070,0.1434886009,-0.0050314926,0.0360174514,0.1434659362,0.0052018506
11:54:35:20.378,61,0.0764795169,0.2352264076,0.0592086427,0.0000000000,0.0000000000,0.0346735045,0.0000000000,0.0766394436,0.2352696210,0.0579942055,0.0000000000,0.0000000000,0.0346702375,0.0000000000,0.0077152923,0.0000000000,0.0032154040,0.0126448721,0.0162464641,0.0086407596,0.0334393047,0.0000000000,0.0207469352,0.1101468951,0.1427267045,0.0000000000,0.0000000000,0.0099438438,0.0105498023,0.0235637054,0.0250613857,0.0147830313,0.0147017622,0.0554398932,0.0333656222,0.0234027952,0.0240762793,0.0182704777,0.0169211682,0.0057626688,0.0063748793,0.1132447645,0.1132699177,0.0189827885,0.0000000000,0.0000000000,0.0107662538,0.0174743608,0.0176594649,0.0487294309,0.0487362482,0.0000000753,0.0000000000,0.0000000000,0.0000000000,-0.0350612551,0.1438070238,-0.0050760191,0.0357955955,0.1437843591,0.0051814583
11:54:35:21.380,61,0.0761922076,0.2359247357,0.0589506999,0.0000000000,0.0000000000,0.0343831293,0.0000000000,0.0763509199,0.2359652519,0.0582559705,0.0000000000,0.0000000000,0.0343799032,0.0000000000,0.0076182759,0.0000000000,0.0030880664,0.0125698298,0.0161461588,0.0085749766,0.0331851393,0.0000000000,0.0208314005,0.0998731256,0.1323318481,0.0000000000,0.0000000000,0.0097668534,0.0103647206,0.0234567020,0.0249417536,0.0145780630,0.0145512354,0.0548851453,0.0330626778,0.0231197774,0.0237939823,0.0181324668,0.0167982318,0.0057117702,0.0063261711,0.1127819270,0.1128076166,0.0188521259,0.0000000000,0.0000000000,0.0106475679,0.0172451138,0.0174463745,0.0484069549,0.0484392717,0.0000000901,0.0000000000,0.0000000000,0.0000000000,-0.0352173410,0.1442330480,-0.0051139216,0.0356374532,0.1442104429,0.0051740767
11:54:35:22.381,61,0.0762472674,0.2368928641,0.0588944778,0.0000000000,0.0000000000,0.0341605358,0.0000000000,0.0764038265,0.2369327247,0.0583052523,0.0000000000,0.0000000000,0.0341572985,0.0000000000,0.0075533260,0.0000000000,0.0029634980,0.0125795864,0.0161769129,0.0086201057,0.0331913084,0.0000000000,0.0208908003,0.0964837819,0.1289809495,0.0000000000,0.0000000000,0.0096142404,0.0102081597,0.0234566331,0.0249418952,0.0144048557,0.0144406958,0.0544576123,0.0327990912,0.0228768755,0.0235508513,0.0181452837,0.0168150738,0.0057009361,0.0063202805,0.1122182012,0.1122442335,0.0188074782,0.0000000000,0.0000000000,0.0105470847,0.0170950592,0.0173163209,0.0484262705,0.0484657213,0.0000001021,0.0000000000,0.0000000000,0.0000000000,-0.0352440998,0.1448245496,-0.0051390892,0.0356003940,0.1448020339,0.0051902011
11:54:35:23.383,61,0.0764006972,0.2375658453,0.0588167161,0.0000000000,0.0000000000,0.0341268592,0.0000000000,0.0765552744,0.2376047671,0.0583853796,0.0000000000,0.0000000000,0.0341235362,0.0000000000,0.0075395135,0.0000000000,0.0028421378,0.0126955882,0.0163582787,0.0087846452,0.0334075019,0.0000000000,0.0209543742,0.0943611637,0.1266175061,0.0000000000,0.0000000000,0.0094910590,0.0100849820,0.0235640574,0.0250575859,0.0142943216,0.0143989520,0.0541615635,0.0325794183,0.0226940811,0.0233688783,0.0183374751,0.0169925727,0.0057299598,0.0063594254,0.1124564633,0.1124828979,0.0188584477,0.0000000000,0.0000000000,0.0104703633,0.0170437805,0.0172905419,0.0488915071,0.0489330105,0.0000001078,0.0000000000,0.0000000000,0.0000000000,-0.0352904238,0.1452355534,-0.0051606516,0.0355512574,0.1452131420,0.0051979637
11:54:35:24.384,61,0.0802394524,0.2390698642,0.0599440411,0.0000000000,0.0000000000,0.0343574025,0.0000000000,0.0803568214,0.2391200662,0.0572973527,0.0000000000,0.0000000000,0.0343538299,0.0000000000,0.0077283410,0.0000000000,0.0031539397,0.0133272605,0.0191130359,0.0145224128,0.0375905335,0.0000000000,0.0209734552,0.0937266871,0.1256984323,0.0000000000,0.0000000000,0.0095684715,0.0101800803,0.0249134041,0.0269362219,0.0143860532,0.0145912031,0.0542748310,0.0325303189,0.0227565411,0.0234220903,0.0299335495,0.0270091109,0.0060562612,0.0067316201,0.1335487962,0.1335711479,0.0194058195,0.0000000000,0.0000000000,0.0104661584,0.0173951052,0.0176587384,0.0660572425,0.0660485476,0.0000001815,0.0000000000,0.0000000000,0.0000000000,-0.0346280821,0.1461584121,-0.0050964723,0.0362277739,0.1461360455,0.0053309789
11:54:35:25.386,61,0.1239165887,0.2414192855,0.0601874143,0.0000000000,0.0000000000,0.0395112708,0.0000000000,0.1239650473,0.2414718121,0.0570690483,0.0000000000,0.0000000000,0.0395036489,0.0000000000,0.0163033251,0.0000000000,0.0085222498,0.0472123921,0.0432663895,0.1457748115,0.0931547135,0.0000000000,0.0206911284,0.0991690531,0.1262125373,0.0000000000,0.0000000000,0.0123216789,0.0139838392,0.0672078803,0.0746943057,0.0149538470,0.0160787757,0.0887769535,0.0517512821,0.0274295919,0.0274838656,0.1679672599,0.1617867500,0.0625931844,0.0679259822,0.1766193360,0.1766408086,0.0343340412,0.0000000000,0.0000000000,0.0107087763,0.0385458097,0.0395207256,0.1521349996,0.1533127874,0.0000002039,0.0000000000,0.0000000000,0.0000000000,-0.0344827697,0.1475951076,-0.0051257098,0.0363671333,0.1475729793,0.0054048630
11:54:35:26.388,61,0.1375686675,0.2426383793,0.0604827888,0.0000000000,0.0000000000,0.0453320332,0.0000000000,0.1375979930,0.2426933646,0.0568863004,0.0000000000,0.0000000000,0.0453252010,0.0000000000,0.0511798821,0.0000000000,0.0268917996,0.1172015667,0.0482479297,0.4041078091,0.0790761933,0.0000000000,0.0201397687,0.1021443158,0.1316725463,0.0000000000,0.0000000000,0.0252110679,0.0294842292,0.0952327698,0.1016086861,0.0153617319,0.0186091494,0.0953280926,0.0654798001,0.0305764750,0.0308828186,0.4059419632,0.4004060328,0.2072309405,0.2242022604,0.1910810769,0.1910981834,0.0427793376,0.0000000000,0.0000000000,0.0106532294,0.0537821651,0.0594712645,0.2143491656,0.2243339866,0.0000001754,0.0000000000,0.0000000000,0.0000000000,-0.0343685336,0.1483412087,-0.0051349415,0.0365415551,0.1483190805,0.0054586362
11:54:35:27.389,61,0.1459915340,0.2450862229,0.0616162904,0.0000000000,0.0000000000,0.0508610383,0.0000000000,0.1460046917,0.2451520115,0.0559758469,0.0000000000,0.0000000000,0.0508546978,0.0000000000,0.0653016418,0.0000000000,0.0347471312,0.1384611875,0.0450213104,0.4280560017,0.0707539693,0.0000000000,0.0181517340,0.1287138015,0.1549317092,0.0000000000,0.0000000000,0.0319956094,0.0367095470,0.1058055609,0.1121984422,0.0156656038,0.0198681187,0.0903008431,0.0712579563,0.0320992097,0.0324619524,0.5512444377,0.5443115830,0.3117305040,0.3322232068,0.2089347541,0.2089386284,0.0480590127,0.0000000000,0.0000000000,0.0104462365,0.0669749826,0.0742971525,0.2447756827,0.2558469474,0.0000001526,0.0000000000,0.0000000000,0.0000000000,-0.0338108502,0.1498411298,-0.0051035001,0.0372180119,0.1498191953,0.0056167133
11:54:35:28.391,61,0.1502367854,0.2469312549,0.0625330880,0.0000000000,0.0000000000,0.0556844287,0.0000000000,0.1502441168,0.2470057160,0.0552884974,0.0000000000,0.0000000000,0.0556764454,0.0000000000,0.0826766491,0.0000000000,0.0397508964,0.1506738961,0.0393253937,0.3411663175,0.0605438910,0.0000000000,0.0166010708,0.1854922622,0.2114930004,0.0000000000,0.0000000000,0.0359108858,0.0408111736,0.1113730296,0.1177412719,0.0158784259,0.0207405519,0.0819789991,0.0740509629,0.0329929665,0.0334066227,0.6343440413,0.6257418990,0.3564406633,0.3780030906,0.2200897038,0.2200910747,0.0510023125,0.0000000000,0.0000000000,0.0101699727,0.0783052072,0.0866638124,0.2933064401,0.3060494661,0.0000000551,0.0000000000,0.0000000000,0.0000000000,-0.0333899446,0.1509719938,-0.0050786105,0.0377653316,0.1509501636,0.0057429508
11:54:35:29.392,61,0.1531023234,0.2494962215,0.0634322912,0.0000000000,0.0000000000,0.0599050075,0.0000000000,0.1531255692,0.2495794594,0.0546045527,0.0000000000,0.0000000000,0.0598941445,0.0000000000,0.1008679047,0.0000000000,0.0424164757,0.1615447551,0.0343552381,0.2668072581,0.0550982766,0.0000000000,0.0155978426,0.2266630381,0.2513773441,0.0000000000,0.0000000000,0.0386166461,0.0436975621,0.1143561304,0.1206954494,0.0159984194,0.0213401951,0.0746628195,0.0751231238,0.0335921645,0.0340667889,0.6827502847,0.6737383008,0.3780075908,0.4003074467,0.2544907033,0.2544949949,0.0526684038,0.0000000000,0.0000000000,0.0098747062,0.0848367810,0.0934582651,0.3089877069,0.3223748803,0.0000000049,0.0000000000,0.0000000000,0.0000000000,-0.0329689756,0.1525429785,-0.0050675995,0.0382991955,0.1525212824,0.0058856579
